product_id,category,brand_tier,price_usd,promo,endcap,facings,shelf_height_cm,aisle_distance_from_entrance_m,bay_position_1_to_10,distance_from_shopper_cm,traffic_per_hour,weeks_on_shelf,competitor_price_gap,stockouts_per_week,sales_units_week,revenue_usd,conversion_rate,week_start
1521,Snacks,Mainstream,3.86,1,0,3,167.1,19.4,1,4.5,206.5,4,0.048,0,56,216.16,0.003229,2025-10-27
1522,Cereal,Premium,7.84,0,0,4,124.4,14.5,7,1.5,278.0,49,0.034,0,52,407.68,0.002227,2025-10-27
1523,Household,Value,5.11,0,0,5,67.4,13.8,8,2.5,318.8,43,0.119,0,6,30.66,0.000224,2025-10-27
1524,Personal Care,Mainstream,5.67,0,0,2,121.1,29.1,4,1.5,197.8,44,-0.172,1,39,221.13,0.002348,2025-10-27
1525,Personal Care,Mainstream,4.92,1,0,1,90.3,13.4,9,3.5,221.1,3,-0.029,0,19,93.48,0.001023,2025-10-27
1526,Beverages,Mainstream,3.31,1,0,5,93.4,38.9,10,4.5,121.2,30,-0.192,0,27,89.37,0.002652,2025-10-27
1527,Snacks,Value,2.7,0,0,4,176.9,4.5,10,4.5,327.1,20,-0.037,0,46,124.2,0.001674,2025-10-27
1528,Snacks,Value,2.77,0,0,1,71.8,6.2,1,4.5,361.6,48,0.222,0,2,5.54,6.6e-05,2025-10-27
1529,Beverages,Premium,3.52,0,0,4,100.3,16.6,5,0.5,249.1,39,-0.048,0,46,161.92,0.002198,2025-10-27
1530,Snacks,Mainstream,3.46,0,0,1,54.0,46.6,8,2.5,151.5,34,-0.205,0,1,3.46,7.9e-05,2025-10-27
1531,Snacks,Value,3.06,1,0,4,56.8,19.4,5,0.5,320.3,2,-0.102,0,6,18.36,0.000223,2025-10-27
1532,Beverages,Value,2.67,0,0,5,120.5,28.2,5,0.5,206.2,46,-0.242,0,112,299.04,0.006466,2025-10-27
1533,Cereal,Mainstream,4.99,1,0,1,142.7,39.4,4,1.5,123.4,26,-0.194,1,55,274.45,0.005307,2025-10-27
1534,Personal Care,Value,4.09,0,0,5,125.5,47.3,5,0.5,125.2,9,0.101,0,46,188.14,0.004375,2025-10-27
1535,Beverages,Mainstream,3.22,0,0,1,79.4,18.4,7,1.5,271.9,46,-0.217,0,10,32.2,0.000438,2025-10-27
1536,Snacks,Mainstream,3.47,0,0,2,38.9,43.9,1,4.5,128.2,48,0.047,0,0,0.0,0.0,2025-10-27
1537,Personal Care,Value,5.24,1,0,5,100.5,17.2,8,2.5,284.5,26,0.004,0,47,246.28,0.001966,2025-10-27
1538,Personal Care,Mainstream,5.11,0,0,3,105.6,38.7,8,2.5,146.2,35,-0.08,0,25,127.75,0.002036,2025-10-27
1539,Personal Care,Value,3.98,0,0,6,145.6,27.1,2,3.5,195.9,32,0.034,0,57,226.86,0.003465,2025-10-27
1540,Snacks,Mainstream,3.48,0,0,6,126.0,55.6,8,2.5,99.9,16,-0.141,0,26,90.48,0.0031,2025-10-27
1541,Personal Care,Premium,7.81,1,0,6,160.7,58.9,6,0.5,100.9,39,0.126,0,46,359.26,0.005429,2025-10-27
1542,Beverages,Mainstream,3.04,1,1,1,147.4,46.4,4,1.5,163.1,52,-0.105,2,201,611.04,0.014671,2025-10-27
1543,Snacks,Premium,4.28,1,0,2,84.9,54.9,5,0.5,83.8,49,-0.058,0,6,25.68,0.000852,2025-10-27
1544,Beverages,Value,2.33,0,0,2,124.8,8.2,6,0.5,254.2,36,-0.076,2,145,337.85,0.00679,2025-10-27
1545,Snacks,Mainstream,4.16,1,0,4,142.1,39.3,3,2.5,121.3,19,0.103,0,59,245.44,0.005792,2025-10-27
1546,Snacks,Mainstream,3.15,0,0,3,173.5,11.9,7,1.5,237.3,48,0.082,0,49,154.35,0.002458,2025-10-27
1547,Beverages,Mainstream,2.78,0,0,5,93.4,16.6,7,1.5,203.7,49,-0.393,0,39,108.42,0.002279,2025-10-27
1548,Personal Care,Premium,7.27,0,0,2,127.2,31.4,4,1.5,198.9,1,0.038,0,38,276.26,0.002275,2025-10-27
1549,Snacks,Value,2.46,0,0,2,88.9,44.5,5,0.5,153.2,18,-0.262,0,18,44.28,0.001399,2025-10-27
1550,Snacks,Premium,4.96,1,0,4,140.7,43.3,7,1.5,146.4,29,-0.051,0,91,451.36,0.007398,2025-10-27
1551,Beverages,Premium,3.98,1,0,4,166.8,52.2,6,0.5,93.2,31,-0.016,0,48,191.04,0.006131,2025-10-27
1552,Snacks,Mainstream,3.82,0,0,5,167.9,33.6,5,0.5,161.2,38,-0.053,0,54,206.28,0.003989,2025-10-27
1553,Snacks,Mainstream,3.69,0,0,2,53.6,55.6,10,4.5,86.0,27,0.075,0,0,0.0,0.0,2025-10-27
1554,Snacks,Mainstream,3.43,1,0,4,60.6,53.3,9,3.5,107.9,1,0.108,0,1,3.43,0.00011,2025-10-27
1555,Beverages,Value,2.29,1,1,6,143.2,50.9,4,1.5,159.1,9,-0.116,2,243,556.47,0.018179,2025-10-27
1556,Personal Care,Mainstream,5.41,0,0,4,124.7,13.8,8,2.5,281.9,40,-0.121,0,69,373.29,0.002913,2025-10-27
1557,Household,Mainstream,6.34,0,0,6,165.8,31.9,9,3.5,181.5,37,-0.005,0,33,209.22,0.002164,2025-10-27
1558,Snacks,Premium,4.58,0,1,3,77.1,44.2,2,3.5,199.7,34,-0.232,0,12,54.96,0.000715,2025-10-27
1559,Cereal,Mainstream,5.41,1,0,1,157.2,58.6,6,0.5,103.1,23,-0.072,1,42,227.22,0.004848,2025-10-27
1560,Household,Mainstream,8.1,0,1,5,132.6,0.7,8,2.5,380.9,15,0.202,0,111,899.1,0.00347,2025-10-27
1561,Household,Mainstream,7.25,0,0,3,59.3,19.6,1,4.5,246.4,17,-0.226,0,0,0.0,0.0,2025-10-27
1562,Cereal,Mainstream,5.47,0,0,1,49.0,20.5,4,1.5,243.1,36,-0.051,0,1,5.47,4.9e-05,2025-10-27
1563,Household,Premium,8.48,0,0,1,135.4,17.3,8,2.5,209.2,27,-0.089,2,46,390.08,0.002617,2025-10-27
1564,Household,Value,5.66,0,0,2,53.8,49.0,10,4.5,127.0,7,0.301,0,0,0.0,0.0,2025-10-27
1565,Personal Care,Premium,7.2,1,0,2,149.1,2.7,10,4.5,290.1,21,-0.081,1,79,568.8,0.003242,2025-10-27
1566,Snacks,Premium,4.2,0,0,5,113.6,21.6,7,1.5,153.8,43,-0.072,0,42,176.4,0.003251,2025-10-27
1567,Beverages,Premium,3.84,0,0,4,101.5,42.7,1,4.5,145.5,32,-0.155,0,24,92.16,0.001963,2025-10-27
1568,Beverages,Mainstream,2.69,0,0,2,71.3,24.4,1,4.5,161.8,46,0.001,0,1,2.69,7.4e-05,2025-10-27
1569,Snacks,Premium,3.99,1,0,1,177.6,8.6,9,3.5,282.8,27,0.041,2,46,183.54,0.001937,2025-10-27
1570,Snacks,Mainstream,3.72,0,0,1,138.3,36.7,8,2.5,122.1,26,-0.133,2,39,145.08,0.003802,2025-10-27
1571,Snacks,Mainstream,3.81,0,0,6,146.7,31.4,2,3.5,153.4,50,0.148,0,45,171.45,0.003492,2025-10-27
1572,Cereal,Value,3.84,0,1,3,145.3,58.9,2,3.5,115.4,27,0.041,0,54,207.36,0.005572,2025-10-27
1573,Cereal,Mainstream,5.34,0,0,1,117.6,44.9,2,3.5,156.1,8,0.128,1,28,149.52,0.002136,2025-10-27
1574,Personal Care,Mainstream,5.21,0,0,5,171.0,59.2,9,3.5,90.5,21,-0.049,0,15,78.15,0.001974,2025-10-27
1575,Beverages,Mainstream,2.99,0,0,6,117.6,11.2,8,2.5,217.8,34,0.036,1,77,230.23,0.004209,2025-10-27
1576,Beverages,Mainstream,3.45,1,0,1,108.0,45.7,10,4.5,135.5,18,-0.032,1,43,148.35,0.003778,2025-10-27
1577,Personal Care,Premium,7.44,1,0,6,71.1,33.1,2,3.5,159.8,22,0.219,0,3,22.32,0.000224,2025-10-27
1578,Personal Care,Value,5.05,0,1,5,72.3,42.8,7,1.5,191.5,46,0.017,0,7,35.35,0.000435,2025-10-27
1579,Household,Mainstream,8.46,1,0,2,140.5,28.1,10,4.5,156.9,23,0.001,0,38,321.48,0.002884,2025-10-27
1580,Household,Value,5.54,0,0,5,80.2,12.7,6,0.5,256.0,16,-0.069,0,9,49.86,0.000419,2025-10-27
1581,Household,Mainstream,6.33,0,1,3,139.3,2.7,8,2.5,548.4,6,-0.077,1,231,1462.23,0.005015,2025-10-27
1582,Snacks,Mainstream,3.25,1,0,4,172.9,50.3,7,1.5,112.9,21,0.036,0,48,156.0,0.005061,2025-10-27
1583,Snacks,Mainstream,3.4,0,0,1,95.9,48.9,1,4.5,123.8,40,0.123,1,18,61.2,0.001731,2025-10-27
1584,Snacks,Mainstream,2.76,0,0,2,44.6,9.8,5,0.5,205.2,16,-0.103,0,0,0.0,0.0,2025-10-27
1585,Cereal,Premium,6.11,0,0,5,130.0,38.7,3,2.5,129.8,25,0.019,0,30,183.3,0.002751,2025-10-27
1586,Household,Premium,8.27,0,0,5,31.4,44.3,1,4.5,141.5,35,0.028,0,0,0.0,0.0,2025-10-27
1587,Snacks,Mainstream,3.77,1,0,1,148.1,33.5,6,0.5,156.0,49,0.054,4,97,365.69,0.007404,2025-10-27
1588,Cereal,Mainstream,5.17,0,0,2,108.8,19.0,10,4.5,239.8,43,-0.256,0,37,191.29,0.001837,2025-10-27
1589,Snacks,Mainstream,3.29,0,0,4,103.5,52.9,1,4.5,118.5,15,-0.139,0,26,85.54,0.002612,2025-10-27
1590,Beverages,Value,2.7,0,0,6,115.4,38.5,4,1.5,121.5,9,-0.205,0,64,172.8,0.006272,2025-10-27
1591,Beverages,Premium,4.02,1,0,5,107.5,43.2,7,1.5,157.0,35,0.005,0,67,269.34,0.00508,2025-10-27
1592,Beverages,Mainstream,2.77,0,1,5,78.6,39.1,4,1.5,151.8,14,-0.135,0,18,49.86,0.001412,2025-10-27
1593,Household,Premium,8.32,0,0,3,72.2,43.3,2,3.5,120.1,21,-0.074,0,3,24.96,0.000297,2025-10-27
1594,Snacks,Value,2.37,0,0,1,92.3,8.7,2,3.5,278.3,6,-0.179,1,31,73.47,0.001326,2025-10-27
1595,Personal Care,Value,4.18,0,0,5,164.2,55.4,1,4.5,133.8,41,-0.06,0,31,129.58,0.002758,2025-10-27
1596,Personal Care,Premium,6.37,0,0,5,50.3,17.1,10,4.5,195.3,9,-0.169,0,0,0.0,0.0,2025-10-27
1597,Beverages,Premium,3.77,0,0,3,78.7,50.2,5,0.5,119.9,20,0.114,0,8,30.16,0.000794,2025-10-27
1598,Beverages,Premium,3.4,0,0,4,58.8,53.6,10,4.5,112.1,22,0.072,0,1,3.4,0.000106,2025-10-27
1599,Personal Care,Premium,6.52,0,0,2,94.1,39.1,7,1.5,161.7,3,0.023,0,16,104.32,0.001178,2025-10-27
1600,Snacks,Mainstream,3.09,1,0,3,50.0,35.9,4,1.5,186.4,41,-0.045,0,4,12.36,0.000255,2025-10-27
1601,Household,Value,6.04,0,0,2,144.1,6.5,10,4.5,264.2,33,-0.306,0,67,404.68,0.003019,2025-10-27
1602,Beverages,Value,2.65,0,0,3,45.5,26.2,3,2.5,220.7,29,-0.069,0,1,2.65,5.4e-05,2025-10-27
1603,Personal Care,Mainstream,5.72,0,0,1,129.8,36.7,2,3.5,187.5,10,-0.114,2,35,200.2,0.002222,2025-10-27
1604,Personal Care,Value,4.67,0,0,4,70.2,4.9,9,3.5,379.1,3,0.037,0,5,23.35,0.000157,2025-10-27
1605,Beverages,Premium,3.2,0,0,2,100.8,6.7,6,0.5,301.8,3,0.093,0,52,166.4,0.002051,2025-10-27
1606,Snacks,Value,2.79,1,0,5,60.0,59.6,5,0.5,99.5,33,0.049,0,3,8.37,0.000359,2025-10-27
1607,Household,Value,5.7,0,0,4,139.5,19.9,6,0.5,200.0,39,0.189,0,60,342.0,0.003571,2025-10-27
1608,Snacks,Value,2.85,0,1,6,172.2,21.0,10,4.5,211.2,42,-0.085,0,76,216.6,0.004283,2025-10-27
1609,Snacks,Value,2.99,0,0,2,63.3,15.1,3,2.5,227.0,42,-0.091,0,4,11.96,0.00021,2025-10-27
1610,Snacks,Value,3.42,0,0,2,173.0,38.8,10,4.5,149.9,21,0.156,0,23,78.66,0.001827,2025-10-27
1611,Snacks,Mainstream,3.79,1,0,2,78.8,28.4,10,4.5,178.4,1,0.025,0,5,18.95,0.000334,2025-10-27
1612,Personal Care,Mainstream,4.97,0,0,4,113.7,47.4,8,2.5,135.6,13,-0.037,0,22,109.34,0.001932,2025-10-27
1613,Personal Care,Mainstream,5.88,1,0,1,135.2,30.7,2,3.5,139.1,41,0.277,1,41,241.08,0.003509,2025-10-27
1614,Snacks,Premium,4.65,0,0,5,59.9,0.9,1,4.5,305.7,40,0.087,0,1,4.65,3.9e-05,2025-10-27
1615,Personal Care,Mainstream,5.06,0,0,5,96.7,29.0,2,3.5,241.8,27,-0.029,0,25,126.5,0.001231,2025-10-27
1616,Beverages,Mainstream,3.25,0,1,5,40.2,3.3,8,2.5,434.7,2,-0.103,0,1,3.25,2.7e-05,2025-10-27
1617,Beverages,Mainstream,2.94,0,1,1,134.6,49.6,4,1.5,162.7,41,0.199,1,105,308.7,0.007684,2025-10-27
1618,Cereal,Value,3.68,0,1,3,92.5,6.8,10,4.5,370.1,43,0.031,0,49,180.32,0.001576,2025-10-27
1619,Household,Mainstream,7.32,0,0,4,163.7,13.0,1,4.5,233.5,12,0.004,0,21,153.72,0.001071,2025-10-27
1620,Beverages,Premium,3.82,1,0,3,71.1,27.6,4,1.5,141.6,42,0.101,0,6,22.92,0.000504,2025-10-27
1621,Beverages,Mainstream,2.92,0,1,3,168.5,11.7,3,2.5,338.9,34,0.132,1,118,344.56,0.004145,2025-10-27
1622,Cereal,Value,4.23,1,1,5,51.2,32.4,9,3.5,145.1,47,0.082,0,2,8.46,0.000164,2025-10-27
1623,Personal Care,Mainstream,5.11,0,0,6,121.0,27.6,2,3.5,175.3,33,0.133,0,28,143.08,0.001901,2025-10-27
1624,Beverages,Premium,3.97,0,0,2,76.2,57.2,5,0.5,102.0,5,0.068,0,5,19.85,0.000584,2025-10-27
1625,Snacks,Mainstream,3.47,0,0,2,57.3,5.3,9,3.5,269.1,34,0.083,0,1,3.47,4.4e-05,2025-10-27
1626,Personal Care,Mainstream,5.58,0,0,2,44.1,34.6,10,4.5,221.8,6,-0.11,0,0,0.0,0.0,2025-10-27
1627,Snacks,Premium,4.52,1,0,3,128.3,43.2,10,4.5,177.2,14,0.272,0,52,235.04,0.003493,2025-10-27
1628,Beverages,Mainstream,2.66,1,0,4,65.0,7.7,7,1.5,320.6,46,-0.185,0,14,37.24,0.00052,2025-10-27
1629,Beverages,Mainstream,2.73,1,0,5,115.9,38.2,2,3.5,129.8,51,0.046,0,57,155.61,0.005229,2025-10-27
1630,Snacks,Value,2.38,1,0,2,176.9,51.9,1,4.5,151.3,25,-0.201,0,51,121.38,0.004012,2025-10-27
1631,Snacks,Value,3.14,0,0,2,77.4,47.3,5,0.5,136.5,16,-0.015,0,7,21.98,0.000611,2025-10-27
1632,Household,Premium,7.74,0,1,1,35.2,56.1,5,0.5,113.1,21,-0.086,0,0,0.0,0.0,2025-10-27
1633,Cereal,Mainstream,5.06,1,0,1,51.4,43.2,6,0.5,135.4,13,0.02,0,2,10.12,0.000176,2025-10-27
1634,Personal Care,Mainstream,5.7,0,0,1,47.9,23.6,1,4.5,230.3,30,0.051,0,2,11.4,0.000103,2025-10-27
1635,Household,Mainstream,7.42,1,0,2,99.5,55.2,7,1.5,96.9,22,-0.143,0,19,140.98,0.002334,2025-10-27
1636,Snacks,Value,2.63,0,0,5,141.7,13.5,4,1.5,249.4,4,-0.004,0,130,341.9,0.006206,2025-10-27
1637,Snacks,Premium,4.33,0,0,5,74.5,35.0,2,3.5,166.6,32,0.209,0,5,21.65,0.000357,2025-10-27
1638,Household,Value,7.02,0,0,6,51.9,45.9,10,4.5,108.2,34,-0.197,0,1,7.02,0.00011,2025-10-27
1639,Beverages,Premium,4.44,0,0,4,126.1,52.3,4,1.5,107.9,35,-0.128,1,45,199.8,0.004966,2025-10-27
1640,Personal Care,Mainstream,6.06,0,0,3,75.2,55.0,3,2.5,91.3,50,0.129,0,3,18.18,0.000391,2025-10-27
1641,Personal Care,Value,4.83,0,0,6,116.3,5.1,5,0.5,329.2,37,0.012,0,96,463.68,0.003472,2025-10-27
1642,Beverages,Value,2.3,0,0,1,170.1,43.6,10,4.5,116.8,36,0.023,0,24,55.2,0.002445,2025-10-27
1643,Snacks,Premium,4.69,0,0,4,73.7,12.2,9,3.5,261.7,12,0.153,0,4,18.76,0.000182,2025-10-27
1644,Beverages,Value,2.5,0,0,5,106.9,46.7,1,4.5,102.0,25,-0.119,0,23,57.5,0.002685,2025-10-27
1645,Beverages,Value,2.69,0,0,4,151.0,42.0,7,1.5,116.5,23,-0.078,0,49,131.81,0.005009,2025-10-27
1646,Snacks,Mainstream,3.28,0,0,2,133.8,10.9,7,1.5,215.6,50,-0.096,2,95,311.6,0.005246,2025-10-27
1647,Snacks,Mainstream,3.43,1,0,4,142.7,50.0,9,3.5,112.8,25,-0.052,1,67,229.81,0.007072,2025-10-27
1648,Personal Care,Mainstream,5.58,0,0,6,145.9,27.7,10,4.5,188.9,36,0.201,0,32,178.56,0.002017,2025-10-27
1649,Household,Value,6.09,0,0,2,111.0,32.6,8,2.5,176.0,29,-0.255,0,42,255.78,0.002841,2025-10-27
1650,Personal Care,Premium,7.21,0,0,4,110.4,58.3,7,1.5,76.5,3,-0.179,0,13,93.73,0.002024,2025-10-27
1651,Snacks,Value,2.8,0,0,1,137.8,39.4,4,1.5,141.9,49,-0.205,1,74,207.2,0.006209,2025-10-27
1652,Snacks,Value,2.59,0,1,2,134.6,35.3,9,3.5,176.4,35,0.21,1,92,238.28,0.00621,2025-10-27
1653,Snacks,Mainstream,4.11,0,0,5,130.5,1.0,10,4.5,339.8,12,-0.092,0,88,361.68,0.003083,2025-10-27
1654,Beverages,Value,3.26,0,0,3,87.3,12.0,10,4.5,242.0,4,-0.049,0,17,55.42,0.000836,2025-10-27
1655,Household,Mainstream,7.31,0,0,2,154.3,1.6,10,4.5,306.2,49,-0.242,1,62,453.22,0.00241,2025-10-27
1656,Snacks,Value,2.6,0,0,3,65.4,20.0,7,1.5,191.8,16,-0.039,0,6,15.6,0.000372,2025-10-27
1657,Beverages,Value,2.35,0,1,1,53.4,20.7,10,4.5,342.7,1,0.13,0,3,7.05,0.000104,2025-10-27
1658,Personal Care,Mainstream,5.78,0,0,5,81.8,31.8,8,2.5,139.7,33,0.038,0,2,11.56,0.00017,2025-10-27
1659,Snacks,Premium,4.99,0,0,6,68.1,41.4,3,2.5,131.7,1,-0.016,0,2,9.98,0.000181,2025-10-27
1660,Beverages,Value,2.25,0,0,1,129.5,10.8,1,4.5,262.2,12,-0.235,0,98,220.5,0.004449,2025-10-27
1661,Beverages,Value,2.51,0,0,2,64.7,36.1,10,4.5,149.7,47,-0.049,0,3,7.53,0.000239,2025-10-27
1662,Cereal,Premium,6.36,0,0,6,128.5,55.0,5,0.5,95.0,2,0.022,0,41,260.76,0.005141,2025-10-27
1663,Personal Care,Premium,7.48,0,0,6,107.0,11.1,9,3.5,195.3,40,-0.149,0,20,149.6,0.001219,2025-10-27
1664,Beverages,Mainstream,2.89,0,0,5,52.9,39.5,3,2.5,130.8,33,0.098,0,1,2.89,9.1e-05,2025-10-27
1665,Household,Value,5.08,0,0,5,68.8,2.7,4,1.5,262.4,16,0.133,0,6,30.48,0.000272,2025-10-27
1666,Household,Mainstream,7.44,0,0,6,108.3,31.9,9,3.5,217.6,15,-0.079,0,35,260.4,0.001915,2025-10-27
1667,Personal Care,Value,5.22,1,0,3,140.0,44.5,6,0.5,184.6,25,0.109,0,90,469.8,0.005804,2025-10-27
1668,Beverages,Value,2.52,0,0,6,89.7,2.0,7,1.5,304.9,28,-0.016,0,51,128.52,0.001992,2025-10-27
1669,Beverages,Mainstream,3.11,0,0,6,64.9,20.0,4,1.5,173.7,47,0.172,0,6,18.66,0.000411,2025-10-27
1670,Household,Mainstream,6.67,0,0,2,74.3,52.7,7,1.5,124.6,14,0.305,0,2,13.34,0.000191,2025-10-27
1671,Snacks,Mainstream,3.21,1,1,1,44.3,13.5,5,0.5,263.4,31,-0.164,0,3,9.63,0.000136,2025-10-27
1672,Cereal,Mainstream,5.53,0,0,4,33.8,43.4,10,4.5,123.8,36,0.115,0,0,0.0,0.0,2025-10-27
1673,Personal Care,Value,4.85,0,0,5,176.0,36.7,5,0.5,139.7,1,0.196,0,19,92.15,0.001619,2025-10-27
1674,Beverages,Mainstream,3.14,1,0,6,44.5,9.8,1,4.5,243.9,47,-0.146,0,2,6.28,9.8e-05,2025-10-27
1675,Personal Care,Mainstream,6.38,0,0,1,48.7,44.5,8,2.5,124.6,52,-0.086,0,0,0.0,0.0,2025-10-27
1676,Household,Premium,7.86,0,0,3,160.6,31.9,10,4.5,138.8,5,-0.088,0,23,180.78,0.001973,2025-10-27
1677,Personal Care,Mainstream,5.2,0,0,5,129.5,6.7,9,3.5,251.8,14,-0.02,0,50,260.0,0.002364,2025-10-27
1678,Snacks,Mainstream,3.55,0,0,1,95.4,57.0,2,3.5,119.4,41,-0.053,0,9,31.95,0.000898,2025-10-27
1679,Household,Value,5.62,0,1,5,127.4,29.5,10,4.5,220.5,43,-0.03,0,80,449.6,0.004318,2025-10-27
1680,Cereal,Value,4.59,0,0,2,170.2,44.7,4,1.5,133.4,9,0.126,0,35,160.65,0.003124,2025-10-27
1681,Personal Care,Mainstream,5.39,0,0,1,44.9,13.1,9,3.5,176.3,48,-0.284,0,0,0.0,0.0,2025-10-27
1682,Personal Care,Value,4.23,0,1,2,66.6,8.2,7,1.5,391.1,18,-0.146,0,14,59.22,0.000426,2025-10-27
1683,Personal Care,Mainstream,5.53,0,0,5,159.0,44.5,10,4.5,118.6,16,0.1,0,15,82.95,0.001505,2025-10-27
1684,Snacks,Mainstream,3.55,1,0,6,147.1,40.4,4,1.5,168.7,19,0.083,0,94,333.7,0.006632,2025-10-27
1685,Beverages,Value,2.79,0,0,1,179.1,16.4,7,1.5,235.7,35,-0.159,0,44,122.76,0.002222,2025-10-27
1686,Beverages,Value,2.64,0,0,3,77.1,44.8,7,1.5,120.1,11,0.084,0,9,23.76,0.000892,2025-10-27
1687,Cereal,Mainstream,5.23,0,0,2,171.7,30.3,2,3.5,135.7,29,0.199,0,18,94.14,0.001579,2025-10-27
1688,Cereal,Premium,6.44,0,0,5,81.6,20.9,8,2.5,291.8,4,-0.007,0,9,57.96,0.000367,2025-10-27
1689,Cereal,Mainstream,4.9,0,0,5,137.3,47.2,2,3.5,140.4,8,-0.151,0,38,186.2,0.003222,2025-10-27
1690,Snacks,Mainstream,3.25,0,0,6,162.4,37.0,9,3.5,173.8,40,0.131,0,44,143.0,0.003015,2025-10-27
1691,Personal Care,Value,4.8,0,0,3,55.6,30.4,2,3.5,228.7,20,0.258,0,1,4.8,5.2e-05,2025-10-27
1692,Household,Mainstream,6.76,1,0,2,60.8,46.4,2,3.5,130.9,42,-0.133,0,2,13.52,0.000182,2025-10-27
1693,Beverages,Value,3.01,1,0,2,117.1,32.7,5,0.5,203.9,39,0.006,1,117,352.17,0.006833,2025-10-27
1694,Personal Care,Mainstream,6.28,1,0,5,156.6,56.3,2,3.5,96.6,52,0.164,0,22,138.16,0.002712,2025-10-27
1695,Personal Care,Mainstream,5.85,0,0,3,41.8,49.1,1,4.5,133.9,8,0.017,0,0,0.0,0.0,2025-10-27
1696,Cereal,Mainstream,5.18,0,0,1,157.6,21.5,1,4.5,189.4,49,-0.262,0,48,248.64,0.003017,2025-10-27
1697,Beverages,Value,2.52,0,1,6,81.5,27.9,3,2.5,212.3,47,0.067,0,32,80.64,0.001794,2025-10-27
1698,Personal Care,Value,4.11,0,0,1,90.9,57.4,5,0.5,102.9,23,-0.147,0,9,36.99,0.001041,2025-10-27
1699,Household,Value,5.81,1,0,6,81.0,53.7,1,4.5,90.4,8,-0.191,0,8,46.48,0.001054,2025-10-27
1700,Personal Care,Mainstream,5.55,1,1,1,166.7,11.5,2,3.5,334.1,7,-0.259,8,151,838.05,0.00538,2025-10-27
1701,Household,Premium,8.94,0,1,4,49.6,16.5,7,1.5,274.7,27,0.179,0,1,8.94,4.3e-05,2025-10-27
1702,Household,Value,6.23,1,0,2,116.1,21.9,4,1.5,153.4,1,-0.125,0,65,404.95,0.005045,2025-10-27
1703,Snacks,Mainstream,3.83,1,0,5,52.2,52.8,8,2.5,103.9,5,0.05,0,1,3.83,0.000115,2025-10-27
1704,Cereal,Mainstream,4.66,0,0,3,169.3,55.6,9,3.5,99.8,28,0.087,0,14,65.24,0.001669,2025-10-27
1705,Snacks,Value,2.77,1,0,3,149.7,48.1,1,4.5,138.9,30,0.024,0,71,196.67,0.006087,2025-10-27
1706,Household,Value,6.87,0,0,3,65.1,16.5,10,4.5,239.9,45,0.044,0,2,13.74,9.9e-05,2025-10-27
1707,Beverages,Mainstream,3.23,0,0,6,74.7,53.2,7,1.5,137.1,51,0.057,0,4,12.92,0.000347,2025-10-27
1708,Snacks,Mainstream,3.36,0,0,2,87.2,2.0,9,3.5,332.6,14,0.021,0,24,80.64,0.000859,2025-10-27
1709,Household,Mainstream,6.92,0,0,2,90.8,25.4,5,0.5,177.3,18,-0.114,0,11,76.12,0.000739,2025-10-27
1710,Snacks,Mainstream,3.45,0,1,1,152.6,22.7,1,4.5,252.0,11,-0.127,0,96,331.2,0.004535,2025-10-27
1711,Personal Care,Premium,6.88,1,0,5,114.7,32.1,9,3.5,159.8,12,-0.016,0,47,323.36,0.003502,2025-10-27
1712,Snacks,Mainstream,3.66,0,0,5,94.2,33.6,6,0.5,175.7,23,-0.019,0,24,87.84,0.001626,2025-10-27
1713,Household,Premium,11.26,0,0,4,137.9,13.5,1,4.5,246.4,52,0.064,1,49,551.74,0.002368,2025-10-27
1714,Household,Mainstream,7.12,0,0,1,98.7,12.3,2,3.5,227.8,47,0.165,0,15,106.8,0.000784,2025-10-27
1715,Snacks,Premium,4.66,0,0,5,49.2,48.2,3,2.5,122.2,48,0.052,0,0,0.0,0.0,2025-10-27
1716,Personal Care,Premium,5.8,0,0,5,46.1,4.6,4,1.5,313.0,24,-0.122,0,1,5.8,3.8e-05,2025-10-27
1717,Snacks,Mainstream,3.32,0,0,6,78.9,29.6,5,0.5,152.2,35,-0.327,0,16,53.12,0.001251,2025-10-27
1718,Cereal,Premium,7.05,1,0,6,120.4,11.5,5,0.5,266.6,38,-0.115,1,102,719.1,0.004554,2025-10-27
1719,Personal Care,Premium,7.14,0,0,2,50.2,19.2,9,3.5,172.1,13,-0.202,0,0,0.0,0.0,2025-10-27
1720,Personal Care,Mainstream,3.54,0,0,5,112.5,16.6,10,4.5,270.8,25,-0.11,0,48,169.92,0.00211,2025-10-27
1721,Beverages,Mainstream,3.2,0,0,3,70.4,42.5,7,1.5,148.0,29,0.036,0,2,6.4,0.000161,2025-10-27
1722,Beverages,Mainstream,3.62,0,0,4,134.3,27.4,7,1.5,236.4,20,0.013,0,99,358.38,0.004986,2025-10-27
1723,Personal Care,Premium,5.62,1,0,2,34.2,18.0,9,3.5,189.0,25,0.279,0,0,0.0,0.0,2025-10-27
1724,Cereal,Mainstream,5.81,0,0,4,100.4,49.9,3,2.5,139.9,23,0.072,0,13,75.53,0.001106,2025-10-27
1725,Snacks,Premium,3.31,0,0,6,37.8,5.1,6,0.5,332.2,4,0.286,0,1,3.31,3.6e-05,2025-10-27
1726,Beverages,Mainstream,3.28,0,0,4,79.6,46.0,7,1.5,124.1,40,0.107,0,8,26.24,0.000767,2025-10-27
